Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class_Label
-0.7778343922141429,-0.9576389015881885,-0.4524811110949334,-1.1320468366289198,0.40785903558040704,0.5833619386490467,-0.7803304896757178,-0.9600688378732749,0.7976375528332018,0.6732700424244203,0.3706336640036919,-0.49703644651655016,1.65542442328206,0.18395978007826427,-0.5187166681783683,0.4806097267972124,3
-0.8875803755667128,-1.184800693695174,-0.742996752664709,-0.8296542024312256,-1.2801289653696761,-1.4843316420471808,-0.8849686771156782,-1.1414634449501604,-0.5035418851372914,-0.3885456961851899,0.9781877699535432,1.4145149226777647,1.0517820008552925,2.0657483292636005,1.4323918665563125,0.10753756629496429,3
0.9018481558501188,1.2743822280829433,0.5400814093661958,1.0259054649171513,0.2857049319966901,0.4950624094791839,0.9050557872396936,1.0993409093471425,-0.871073014901924,-0.49934619281683784,-1.2984643191918246,-0.4079266745881618,-1.2418312999300132,-0.9527208730509786,-0.43385072146923226,-0.41934156731279,0
-0.19234076354895824,0.13141320854824298,0.25359788554187296,-0.8122255142658842,2.533316836473802,1.5331405516921215,-0.19055771672194466,-0.12436992249803802,-2.5448508316279743,-0.31962924192957604,-1.7544241242881782,-2.1036785811770913,1.0164860061348162,-1.2539737547822567,-1.946710042088096,0.20309382161376024,4
3.1448434461584154,2.9176609649158505,1.3867300563948306,3.1224782653424423,0.013905431714756908,0.27646300074849833,3.1376950861510755,2.9893028999365705,-1.0942748459977276,-0.0426149194151975,-0.3886484162775781,-0.13313933479086126,-2.5035603718800785,-1.3612227716108678,-0.16840152502917097,-0.09812968612964094,1
-0.458647688691363,-0.45889916400421504,-0.3134565572733249,-0.43792773157561665,-0.27576013810237004,0.0031221375764198486,-0.46081150872130366,-0.48155236507126886,-0.7886148575891722,0.3446979786033845,-0.05148477957095672,0.19115260258046748,0.3753833430977112,0.2577729476021291,0.1521528531101328,0.6498347544993367,6
-0.6457030903075096,-0.811121734135754,-0.47668449947104147,-0.6427961570280302,-0.5494752844840572,-0.3037473202517446,-0.6484420751025797,-0.7540711568465726,1.1745242741651307,0.5862610397145901,0.8036696129703341,0.4942353599243707,0.7070908461084787,0.7372672669731218,0.45887057285039196,0.5373348936008392,3
-0.459772065422389,-0.5783270451146638,-0.3818966282636215,-0.2749566607663778,-0.7435184760389771,-0.5574202682637062,-0.4650399922419691,-0.4831318594666166,-0.44543482608185675,0.23877856550667062,0.9579434535147909,0.7241921677912367,0.14017291572459054,0.6509433481016328,0.6961803694734678,0.5212867226668805,3
-0.3024274671230511,-0.3728024279784104,-0.3492677133036899,0.1250941708752859,-1.1359163419109937,-1.1945524859068333,-0.30583423174961116,-0.2681551706336477,0.05831386277090274,0.43709666185589663,0.8893043615319381,1.2352381623694744,-0.3797887594427529,0.844301762895087,1.237763266031218,0.7426640977370218,5
-0.46999367206808007,-0.6591572128263521,-0.5314575697478414,0.09372840382984798,-1.6630266866978467,-2.4779023553488546,-0.4755776416506117,-0.4975212368948492,0.6041845163412097,0.9068833897916284,1.586988153314066,2.0093542679971645,-0.34361737716208884,1.7442773125384867,2.0954304967738153,0.7804967930149801,5
5.2220102046514505,4.195805237846206,2.169444393611728,4.314066555113575,0.40306740677249137,0.5800034366613346,5.1713271844470095,4.378708352652224,1.3894882828937318,1.1690748558931194,-0.19170931816021186,-0.5002003340200212,-2.954775485436251,-1.7109756988331166,-0.5217189323452498,0.2078435524141258,1
-1.0118069683340116,-1.3764238540890164,-0.7576322656975049,-1.2984516650983897,-0.5898485287224916,-0.35379989090596614,-1.0103465694427123,-1.3604086861923492,-0.5716014689889359,-0.0618091288008836,0.8693092039286324,0.5449984093322958,2.037034572502836,1.5411022842436088,0.5109157968072485,0.6623383262370675,3
-0.468187854894008,-0.5444630584300375,-0.34061346673454607,-0.4028388784303905,-0.4226704649647272,-0.1549164166884198,-0.46681864007209034,-0.4949751239541034,0.11679220715434577,-0.21905288407439044,0.5618075502707527,0.35184275753633293,0.32350073011930486,0.384214528600883,0.31391246271617734,0.6095525844225098,3
-0.6807291290800778,-0.8694631318195936,-0.4826637264201523,-0.7463218879221408,-0.4097016630891997,-0.1403706874397256,-0.6819679087307133,-0.8074838911875478,0.9129121960249011,0.3310956126947837,0.8917185569963011,0.33725490394821245,0.8847344798394416,0.6677164206359979,0.2991476239415105,0.6075010408274013,3
-0.5362296831321582,-0.7300489331955023,-0.47296590950628026,-0.2923804323402375,-1.0273383198886268,-0.9984249047385506,-0.5429984622301116,-0.5921287322612695,-0.24103633731636687,1.1830798854364117,1.4473388129911888,1.089920445640163,0.1592566494751874,1.051114814312387,1.0817699436945925,0.7328991683946242,5
-0.07210059737347892,0.007108875295095527,-0.008571124973809905,-0.011504093492715724,0.10355632230208578,0.35221240084825256,-0.07024729274110497,0.027182484398935086,0.9117248353255216,-0.3397890543396158,0.07169631201784527,-0.24771708460959269,-0.17190211119411147,-0.37861039607247327,-0.2797736944881169,-0.97784211430686,6
-0.4586136166692107,-0.5022639067171073,-0.33392501156671894,-0.39186564054443074,-0.4156148439889523,-0.14698797266028021,-0.46030811782598635,-0.48150451188619237,1.0034749790238684,0.2693704153020302,0.3082603867954288,0.34803677926857673,0.30339944041345074,0.3698392479044874,0.310058770611326,0.7479511043164354,3
0.04520937489690229,0.38457481622582235,0.4092112034418364,-0.5382683943131482,2.470945392095919,1.5154239728986671,0.03912276911483827,0.17005842685615266,-2.7910381986568096,0.576869133327212,-1.4953801972154943,-2.059506982264538,0.5381208497521666,-1.3437648482071405,-1.9100373095396839,0.43142774541745704,4
0.37155120307166595,0.6626324961597442,0.42362755741662395,0.13214206085406766,1.225947407407725,1.055010677723383,0.36770278618496416,0.5452700573479334,1.2940107682264064,0.19489607839289924,-0.9462051142621353,-1.1911146940481088,-0.381985277455097,-1.103535506948029,-1.1593617847785764,0.48829908928398924,4
0.1871193471612467,0.573134137419763,0.11240924590468745,0.3911084981170547,-0.08360603925128463,0.18957770488367318,0.21933670963843915,0.33697645316475827,-1.326754459706518,-3.5837968975914545,-1.6182666377012251,-0.08169064274218966,-0.618156166308935,-0.4557672425401472,-0.11807201963886994,-1.7560456795274229,0
0.748898848408428,1.2168924254562181,0.4352033674265498,0.9054198684648097,0.15998101181329027,0.3979870936884309,0.7544747907537723,0.9455790016858158,-0.11054802569839821,-0.699029823056102,-1.7773590788742473,-0.25610303873424295,-1.1624310339562862,-0.8238758814033943,-0.28788637622802615,0.6744957550570867,0
1.5257068814587973,1.697672546612198,0.8952938421866957,1.5355916497811917,0.5538690089661291,0.6818454967677299,1.5349655942467677,1.6855314053803838,-1.0359392613379617,-0.8858457135535405,-0.5498410753094217,-0.7057949273036078,-1.5932506024657944,-1.2620877656688956,-0.715202035380589,-2.2706434537654347,2
